text,text_clean,label
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",got hella gas money want to go on a grand nature adventure with galileo in a little bit,0
Hi good mornin.. Thanku wish u d same..,hi good mornin thanku wish u d same,0
"Jus chillaxin, what up",jus chillaxin what up,0
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright phews i miss you,0
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,free ringtone reply real or poly eg real [num] [num] pushbutton [num] dontcha [num] babygoodbye [num] golddigger [num] webeburnin [num] st tone free and [num] more when u join for [num] wk,1
Just send a text. We'll skype later.,just send a text we ll skype later,0
Cuz ibored. And don wanna study,cuz ibored and don wanna study,0
Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,haha yup hopefully we will lose a few kg by mon after hip hop can go orchard and weigh again,0
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",six chances to win cash from [num] to [num] [num] pounds txt csh [num] and send to [num] cost [num] p day [num] days [num] tsandcs apply reply hl [num] info,1
1 in cbe. 2 in chennai.,[num] in cbe [num] in chennai,0
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,did you catch the bus are you frying an egg did you make a tea are you eating your mom s left over dinner do you feel my love,0
This is my number by vivek..,this is my number by vivek,0
jay says he'll put in  &lt;#&gt;,jay says he ll put in lt gt,0
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,u r too much close to my heart if u go away i will be shattered plz stay with me,0
Daddy will take good care of you :),daddy will take good care of you,0
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,y she dun believe leh i tot i told her it s true already i thk she muz c us tog then she believe,0
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",sorry man my account s dry or i would if you want we could trade back half or i could buy some shit with my credit card,0
As in different styles?,as in different styles,0
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a [num] bonus prize call [num],1
Those were my exact intentions,those were my exact intentions,0
K actually can you guys meet me at the sunoco on howard? It should be right on the way,k actually can you guys meet me at the sunoco on howard it should be right on the way,0
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,lol your right what diet everyday i cheat anyway i m meant to be a fatty,0
Hhahhaahahah rofl wtf nig was leonardo in your room or something,hhahhaahahah rofl wtf nig was leonardo in your room or something,0
From 5 to 2 only my work timing.,from [num] to [num] only my work timing,0
Does daddy have a bb now.,does daddy have a bb now,0
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry i cant take your call right now it so happens that there r [num] waxsto do wat you want she can come and ill get her medical insurance and she ll be able to deliver and have basic care i m currently shopping for the right medical insurance for her so just give me til friday morning thats when i ll see the major person that can guide me to the right insurance,0
Same as kallis dismissial in 2nd test:-).,same as kallis dismissial in [num] nd test,0
What year. And how many miles.,what year and how many miles,0
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",hi where are you we re at and they re not keen to go out i kind of am but feel i shouldn t so can we go out tomo don t mind do you,0
Blank is Blank. But wat is blank? Lol,blank is blank but wat is blank lol,0
I went to ur hon lab but no one is there.,i went to ur hon lab but no one is there,0
I'm hungry buy smth home...,i m hungry buy smth home,0
Do we have any spare power supplies,do we have any spare power supplies,0
Smith waste da.i wanna gayle.,smith waste da i wanna gayle,0
I can take you at like noon,i can take you at like noon,0
Yup ok...,yup ok,0
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,its a valentine game send dis msg to all ur friends if [num] answers r d same then someone really loves u ques which colour suits me the best,0
Mine here like all fr china then so noisy.,mine here like all fr china then so noisy,0
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",dear voucher holder to claim this weeks offer at your pc please go to [url] ts cs apply,1
YO YO YO BYATCH WHASSUP?,yo yo yo byatch whassup,0
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,we tried to contact you re your reply to our offer of a video handset [num] anytime networks mins unlimited text camcorder reply or call [num] now,1
Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,hey mate spoke to the mag people we re on the is deliver by the end of the month deliver on the [num] th sept talk later,0
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entry in [num] a weekly comp for a chance to win an ipod txt pod to [num] to get entry std txt rate t c s apply [num] for details [num],1
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",every king was once a crying baby and every great building was once a map not imprtant where u r today but where u wil reach tomorw gud ni [num],0
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,dont forget you can place as many free requests with [num] stchoice co uk as you wish for more information call [num],1
Customer place i will call you.,customer place i will call you,0
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,i also thk too fast xy suggest one not me u dun wan it s ok going [num] rain leh where got gd,0
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",to review and keep the fantastic nokia n gage game deck with club nokia go [num] [url] unsubscribe from alerts reply with the word out,1
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,you are a winner u have been specially selected [num] receive [num] cash or a [num] holiday flights inc speak to a live operator [num] claim [num],1
"Aight, lemme know what's up",aight lemme know what s up,0
K..k:)where are you?how did you performed?,k k where are you how did you performed,0
Nothing spl..wat abt u and whr ru?,nothing spl wat abt u and whr ru,0
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,joy s father is john then john is the of joy s father if u ans ths you hav lt gt iq tis s ias question try to answer,0
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,i really need [num] kiss u i miss u my baby from ur baby [num] eva,0
Wait  &lt;#&gt;  min..,wait lt gt min,0
I've sent ü my part..,i ve sent my part,0
I've told him that i've returned it. That should i re order it.,i ve told him that i ve returned it that should i re order it,0
network operator. The service is free. For T & C's visit 80488.biz,network operator the service is free for t c s visit [num] biz,1
Ofcourse I also upload some songs,ofcourse i also upload some songs,0
Shant disturb u anymore... Jia you...,shant disturb u anymore jia you,0
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",hmm ok i ll stay for like an hour cos my eye is really sore,0
I'm home. Ard wat time will u reach?,i m home ard wat time will u reach,0
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,how i noe she s in da car now later then c lar i m wearing shorts,0
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people i ve ever met why would i think a picture of your room would hurt you make you feel violated,0
Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,mmm thats better now i got a roast down me i d b better if i had a few drinks down me [num] good indian,0
Tell me something. Thats okay.,tell me something thats okay,0
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,u have a secret admirer who is looking [num] make contact with u find out who they r reveal who thinks ur so special call on [num] stopsms [num],1
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,[num] p [num] alfie moon s children in need song on ur mob tell ur m [num] s txt tone charity to [num] for nokias or poly charity for polys zed [num] profit [num] charity,1
Theyre doing it to lots of places. Only hospitals and medical places are safe.,theyre doing it to lots of places only hospitals and medical places are safe,0
Now get step 2 outta the way. Congrats again.,now get step [num] outta the way congrats again,0
"As usual..iam fine, happy &amp; doing well..:)",as usual iam fine happy amp doing well,0
"Just wondering, the others just took off",just wondering the others just took off,0
U can call me now...,u can call me now,0
Surely result will offer:),surely result will offer,0
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok not a problem will get them a taxi c ing tomorrow and tuesday on tuesday think we r all going to the cinema,0
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",i hope your alright babe i worry that you might have felt a bit desparate when you learned the job was a fake i am here waiting when you come back my love,0
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",haha my legs and neck are killing me and my amigos are hoping to end the night with a burn think i could swing by in like an hour,0
Sounds great! Are you home now?,sounds great are you home now,0
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,it has everything to do with the weather keep extra warm its a cold but nothing serious pls lots of vitamin c,0
* You gonna ring this weekend or wot?,you gonna ring this weekend or wot,0
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,hi babe im at home now wanna do something xx,0
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorning today i am late for lt decimal gt min,0
Just finished. Missing you plenty,just finished missing you plenty,0
Ya very nice. . .be ready on thursday,ya very nice be ready on thursday,0
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special [num] pounds of genuine hmv vouchers to be won just answer [num] easy questions play now send hmv to [num] more info [url],1
"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO",can i please come up now imin town dontmatter if urgoin outl [num] r just reallyneed [num] docd please dontplease dontignore mycalls u no thecd isv important tome [num] [num] moro,0
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,freemsg feelin kinda lnly hope u like [num] keep me company jst got a cam moby wanna c my pic txt or reply date to [num] msg [num] p [num] rcv hlp [num] stop to [num],1
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,u definitely need a module from e humanities dis sem izzit u wan [num] take other modules [num] st,0
Pls dont forget to study,pls dont forget to study,0
"not that I know of, most people up here are still out of town",not that i know of most people up here are still out of town,0
Well if I'm that desperate I'll just call armand again,well if i m that desperate i ll just call armand again,0
Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,not planned yet going to join company on jan [num] only don know what will happen after that,0
Oh you got many responsibilities.,oh you got many responsibilities,0
Thts god's gift for birds as humans hav some natural gift frm god..,thts god s gift for birds as humans hav some natural gift frm god,0
"No, but you told me you were going, before you got drunk!",no but you told me you were going before you got drunk,0
What's your room number again? Wanna make sure I'm knocking on the right door,what s your room number again wanna make sure i m knocking on the right door,0
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,for real when u getting on yo i only need [num] more tickets and one more jacket and i m done i already used all my multis,0
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you grins,0
Y lei?,y lei,0
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,anything is valuable in only [num] situations first before getting it second after loosing it,0
"Customer place, i wil cal u sir.",customer place i wil cal u sir,0
"Its ok, called mom instead have fun",its ok called mom instead have fun,0
Both :) i shoot big loads so get ready!,both i shoot big loads so get ready,0
ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,me [num] babe i feel the same lets just [num] get about it both try cheer up not fit soo muchxxlove u locaxx,0
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,want explicit sex in [num] secs ring [num] now costs [num] p min gsex pobox [num] wc [num] n [num] xx,1
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",urgent your [num] costa del sol holiday or [num] await collection call [num] now toclaim sae tc s pobox [num] stockport sk [num] xh cost [num] [num] pm max [num] mins,1
Am i that much bad to avoid like this?,am i that much bad to avoid like this,0
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",turns out my friends are staying for the whole show and won t be back til lt gt so feel free to go ahead and smoke that lt gt worth,0
"Awesome, lemme know whenever you're around",awesome lemme know whenever you re around,0
"It's wylie, you in tampa or sarasota?",it s wylie you in tampa or sarasota,0
Thanx...,thanx,0
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,as one of our registered subscribers u can enter the draw [num] a [num] g b gift voucher by replying with enter to unsubscribe text stop,1
Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,same as u dun wan y u dun like me already ah wat u doing now still eating,0
"Tick, tick, tick ... Babe",tick tick tick babe,0
The hair cream has not been shipped.,the hair cream has not been shipped,0
I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,i can t believe how attached i am to seeing you every day i know you will do the best you can to get to me babe i will go to teach my class at your midnight,0
Tell me pa. How is pain de.,tell me pa how is pain de,0
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",no we put party [num] days a week and study lightly i think we need to draw in some custom checkboxes so they know we re hardcore,0
Thank god they are in bed!,thank god they are in bed,0
I'm working technical support :)voice process.,i m working technical support voice process,0
HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...,hard but true how much you show amp express your love to someone that much it will hurt when they leave you or you get seperated ud evening,0
I dont know oh. Hopefully this month.,i dont know oh hopefully this month,0
"The table's occupied, I'm waiting by the tree",the table s occupied i m waiting by the tree,0
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,hi happy new year i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is thanks,0
Thankyou so much for the call. I appreciate your care.,thankyou so much for the call i appreciate your care,0
Then cant get da laptop? My matric card wif ü lei... ,then cant get da laptop my matric card wif lei,0
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,can help u swoop by picking u up from wherever ur other birds r meeting if u want,0
Am surfing online store. For offers do you want to buy any thing.,am surfing online store for offers do you want to buy any thing,0
Nope i'll come online now..,nope i ll come online now,0
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling,0
Yar but they say got some error.,yar but they say got some error,0
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,your credits have been topped up for [url] your renewal pin is tgxxrz,1
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ujhhhhhhh computer shipped out with address to sandiago and parantella lane wtf poop,0
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,hey cutie how goes it here in wales its kinda ok there is like hills and shit but i still avent killed myself,0
Wait.i will come out.. &lt;#&gt;  min:),wait i will come out lt gt min,0
Pls confirm the time to collect the cheque.,pls confirm the time to collect the cheque,0
This message is brought to you by GMW Ltd. and is not connected to the,this message is brought to you by gmw ltd and is not connected to the,1
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",you are sweet as well princess please tell me your likes and dislikes in bed,0
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",if you don t your prize will go to another customer t c at [url] [num] [num] p min polo ltd suite [num] london w [num] j [num] hl please call back if busy,1
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",hottest pics straight to your phone see me getting wet and wanting just for you xx text pics to [num] now txt costs [num] p textoperator g [num] ga [num] xxx,1
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",you have been selected to stay in [num] of [num] top british hotels for nothing holiday worth [num] to claim call london [num] bx [num] sw [num] ss,1
That's cause your old. I live to be high.,that s cause your old i live to be high,0
Hey what how about your project. Started aha da.,hey what how about your project started aha da,0
How do you plan to manage that,how do you plan to manage that,0
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,pls help me tell sura that i m expecting a battery from hont and that if should pls send me a message about how to download movies thanks,0
Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,im at arestaurant eating squid i will be out about [num] [num] wanna dosomething or is that to late,0
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,u haven t lost me ill always b here [num] u i didn t intend [num] hurt u but i never knew how u felt about me when iwas marine that s what itried [num] tell urmom i careabout u,0
No no:)this is kallis home ground.amla home town is durban:),no no this is kallis home ground amla home town is durban,0
"Cool, text me when you're ready",cool text me when you re ready,0
I'm reaching home in 5 min.,i m reaching home in [num] min,0
And stop being an old man. You get to build snowman snow angels and snowball fights.,and stop being an old man you get to build snowman snow angels and snowball fights,0
No that just means you have a fat head,no that just means you have a fat head,0
Were somewhere on Fredericksburg,were somewhere on fredericksburg,0
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",wn u r hurt by d prsn who s close [num] u do fight wit dem coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation gud eveb,0
Why didn't u call on your lunch?,why didn t u call on your lunch,0
"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",aight i ve been set free think you could text me blake s address it occurs to me i m not quite as sure what i m doing as i thought i was,0
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,urgent we are trying to contact u todays draw shows that you have won a [num] prize guaranteed call [num] from land line claim c [num] valid [num] hrs only,1
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,probably money worries things are coming due and i have several outstanding invoices for work i did two and three months ago,0
Ü got wat to buy tell us then ü no need to come in again.,got wat to buy tell us then no need to come in again,0
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,how have your little darlings been so far this week need a coffee run tomo can t believe it s that time of week already,0
Do you know when the result.,do you know when the result,0
When you guys planning on coming over?,when you guys planning on coming over,0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,private your [num] account statement for shows [num] un redeemed s i m points call [num] identifier code [num] expires [num] [num] [num],1
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay,0
He needs to stop going to bed and make with the fucking dealing,he needs to stop going to bed and make with the fucking dealing,0
Please don't text me anymore. I have nothing else to say.,please don t text me anymore i have nothing else to say,0
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan [num] meet them xy ask me [num] bring u along [num] our next meeting,0
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,all boys made fun of me today ok i have no problem i just sent one message just for fun,0
"yeah, that's what I was thinking",yeah that s what i was thinking,0
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",after my work ah den [num] plus lor u workin oso rite den go orchard lor no other place to go liao,0
Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,nite nite pocay wocay luv u more than n e thing [num] eva i promise ring u [num] morrowxxxx,0
That means get the door,that means get the door,0
She ran off with a younger man. we will make pretty babies together :),she ran off with a younger man we will make pretty babies together,0
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",er yeah i will b there at [num] [num] sorry just tell me which pub cafe to sit in and come wen u can,0
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,this pen thing is beyond a joke wont a biro do don t do a masters as can t do this ever again,0
I am in hospital da. . I will return home in evening,i am in hospital da i will return home in evening,0
Aight sorry I take ten years to shower. What's the plan?,aight sorry i take ten years to shower what s the plan,0
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,win a [num] shopping spree every week starting now [num] play text store to [num] skilgme tscs [num] [num] winawk age [num] [num] [num] perweeksub,1
I HAVE A DATE ON SUNDAY WITH WILL!!,i have a date on sunday with will,0
U still havent got urself a jacket ah?,u still havent got urself a jacket ah,0
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",i got arrested for possession at i shit you not lt time gt pm,0
Ok thanx...,ok thanx,0
"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",k my roommate also wants a dubsack and another friend may also want some so plan on bringing extra i ll tell you when they know for sure,0
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,you have registered sinco as payee log in at icicibank com and enter urn lt gt to confirm beware of frauds do not share or disclose urn to anyone,0
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,yoyyooo u know how to change permissions for a drive in mac my usb flash drive,0
R u here yet? I'm wearing blue shirt n black pants.,r u here yet i m wearing blue shirt n black pants,0
With my sis lor... We juz watched italian job.,with my sis lor we juz watched italian job,0
"My sister in law, hope you are having a great month. Just saying hey. Abiola",my sister in law hope you are having a great month just saying hey abiola,0
"I av a new number,  . Wil u only use this one,ta.",i av a new number wil u only use this one ta,0
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,asked [num] mobile if [num] chatlines inclu in free mins india cust servs sed yes l [num] er got mega bill [num] dont giv a shit bailiff due in days i o [num] [num] want [num],1
Dont talk to him ever ok its my word.,dont talk to him ever ok its my word,0
Ok no prob,ok no prob,0
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,reply to win [num] weekly where will the [num] fifa world cup be held send stop to [num] to end service,1
Customer place i will call you,customer place i will call you,0
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,yo you guys ever figure out how much we need for alcohol jay and i are trying to figure out how much we can safely spend on weed,0
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,u really pig leh sleep so much my dad wake me up at [num] smth [num] eat lunch today,0
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,no other valentines huh the proof is on your fb page ugh i m so glad i really didn t watch your rupaul show you tool,0
Well then you have a great weekend!,well then you have a great weekend,0
"Lets use it next week, princess :)",lets use it next week princess,0
U're welcome... Caught u using broken english again...,u re welcome caught u using broken english again,0
I could ask carlos if we could get more if anybody else can chip in,i could ask carlos if we could get more if anybody else can chip in,0
I'm in inside office..still filling forms.don know when they leave me.,i m in inside office still filling forms don know when they leave me,0
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,u don t know how stubborn i am i didn t even want to go to the hospital i kept telling mark i m not a weak sucker hospitals are for weak suckers,0
Thanks for ve lovely wisheds. You rock,thanks for ve lovely wisheds you rock,0
Hi. Hope you had a good day. Have a better night.,hi hope you had a good day have a better night,0
So do you have samus shoulders yet,so do you have samus shoulders yet,0
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",new tones this week include [num] mcfly all ab [num] sara jorge shock [num] will smith switch to order follow instructions on next message,1
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",u can win [num] of music gift vouchers every week starting now txt the word draw to [num] tscs [url] skillgame [num] winaweek age [num] [num] ppermesssubscription,1
Happy birthday to you....dear.with lots of love.rakhesh NRI,happy birthday to you dear with lots of love rakhesh nri,0
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",dear matthew please call [num] from a landline your complimentary [num] lux tenerife holiday or [num] cash await collection ppm [num] sae t cs box [num] sk [num] xh,1
I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,i thk [num] lor but dunno can get tickets a not wat u doing now,0
Ok i go change also...,ok i go change also,0
* Thought I didn't see you.,thought i didn t see you,0
"Call me, i am senthil from hsbc.",call me i am senthil from hsbc,0
The bus leaves at  &lt;#&gt; ,the bus leaves at lt gt,0
Its worse if if uses half way then stops. Its better for him to complete it.,its worse if if uses half way then stops its better for him to complete it,0
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,a lot of this sickness thing going round take it easy hope u feel better soon lol,0
Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,then u ask darren go n pick u lor but i oso sian tmr haf [num] meet lect,0
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,you can donate [num] [num] to unicef s asian tsunami disaster support fund by texting donate to [num] [num] [num] will be added to your next bill,1
I like dis sweater fr mango but no more my size already so irritating.,i like dis sweater fr mango but no more my size already so irritating,0
Or ü go buy wif him then i meet ü later can?,or go buy wif him then i meet later can,0
No management puzzeles.,no management puzzeles,0
Oi when you gonna ring,oi when you gonna ring,0
K...k...when will you give treat?,k k when will you give treat,0
Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,getting tickets [num] walsall tue [num] th march my mate is getting me them on sat ill pay my treat want [num] go txt bak terry,0
How much is torch in 9ja.,how much is torch in [num] ja,0
"Its ok chikku, and its my 1 of favourite song..:-)",its ok chikku and its my [num] of favourite song,0
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,i lost [num] pounds since my doc visit last week woot woot now i m gonna celebrate by stuffing my face,0
Tell me again what your address is,tell me again what your address is,0
At what time are you coming.,at what time are you coming,0
Every day i use to sleep after  &lt;#&gt;  so only.,every day i use to sleep after lt gt so only,0
Lol! Oops sorry! Have fun. ,lol oops sorry have fun,0
Can you talk with me..,can you talk with me,0
"What do u reckon as need 2 arrange transport if u can't do it, thanks",what do u reckon as need [num] arrange transport if u can t do it thanks,0
